cord_uid,source_x,title,license,abstract,publish_time,authors,journal,publish_year,abstract_word_count
8pvklhjf,Medline; PMC,The COVID‐19 conundrum: SARS‐CoV‐2 is not present in bile,no-cc,No Abstract,2020-07-20,"Kabir, T.; Ngaserin, S.; Koh, F. H.; Huang, J.; Ong, B. C.; Chew, M. H.",Br J Surg,2020.0,2
7nssge06,Medline; PMC,"Sitagliptin Treatment at the Time of Hospitalization Was Associated With Reduced Mortality in Patients With Type 2 Diabetes and COVID-19: A Multicenter, Case-Control, Retrospective, Observational Study",no-cc,"OBJECTIVE: Poor outcomes have been reported in patients with type 2 diabetes and coronavirus disease 2019 (COVID-19); thus, it is mandatory to explore novel therapeutic approaches for this population. RESEARCH DESIGN AND METHODS: In a multicenter, case-control, retrospective, observational study, sitagliptin, an oral and highly selective dipeptidyl peptidase 4 inhibitor, was added to standard of care (e.g., insulin administration) at the time of hospitalization in patients with type 2 diabetes who were hospitalized with COVID-19. Every center also recruited at a 1:1 ratio untreated control subjects matched for age and sex. All patients had pneumonia and exhibited oxygen saturation <95% when breathing ambient air or when receiving oxygen support. The primary end points were discharge from the hospital/death and improvement of clinical outcomes, defined as an increase in at least two points on a seven-category modified ordinal scale. Data were collected retrospectively from patients receiving sitagliptin from 1 March through 30 April 2020. RESULTS: Of the 338 consecutive patients with type 2 diabetes and COVID-19 admitted in Northern Italy hospitals included in this study, 169 were on sitagliptin, while 169 were on standard of care. Treatment with sitagliptin at the time of hospitalization was associated with reduced mortality (18% vs. 37% of deceased patients; hazard ratio 0.44 [95% CI 0.29–0.66]; P = 0.0001), with an improvement in clinical outcomes (60% vs. 38% of improved patients; P = 0.0001) and with a greater number of hospital discharges (120 vs. 89 of discharged patients; P = 0.0008) compared with patients receiving standard of care, respectively. CONCLUSIONS: In this multicenter, case-control, retrospective, observational study of patients with type 2 diabetes admitted to the hospital for COVID-19, sitagliptin treatment at the time of hospitalization was associated with reduced mortality and improved clinical outcomes as compared with standard-of-care treatment. The effects of sitagliptin in patients with type 2 diabetes and COVID-19 should be confirmed in an ongoing randomized, placebo-controlled trial.",2020-09-29,"Solerte, Sebastiano Bruno; D’Addio, Francesca; Trevisan, Roberto; Lovati, Elisabetta; Rossi, Antonio; Pastore, Ida; Dell’Acqua, Marco; Ippolito, Elio; Scaranna, Cristiana; Bellante, Rosalia; Galliani, Silvia; Dodesini, Alessandro Roberto; Lepore, Giuseppe; Geni, Francesca; Fiorina, Roberta Maria; Catena, Emanuele; Corsico, Angelo; Colombo, Riccardo; Mirani, Marco; De Riva, Carlo; Oleandri, Salvatore Endrio; Abdi, Reza; Bonventre, Joseph V.; Rusconi, Stefano; Folli, Franco; Di Sabatino, Antonio; Zuccotti, Gianvincenzo; Galli, Massimo; Fiorina, Paolo",Diabetes Care,2020.0,315
mdluoeyu,Medline; PMC,Neurofilament Light Chain in Patients with COVID‐19 and Bacterial Pneumonia,cc-by-nc,No Abstract,2021-06-09,"Chung, Ha‐Yeun; Neu, Charles; Wickel, Jonathan; Kuckertz, Sarah L.; Coldewey, Sina M.",Ann Neurol,2021.0,2
9e2ulbr0,Medline; PMC,2020: A year of change,cc-by,No Abstract,2020-12-17,Anonymous,EClinicalMedicine,2020.0,2
8vgjadsw,Elsevier; Medline; PMC; WHO,N95 masks worn to protect against COVID-19 prevented tuberculosis exposure in healthcare workers,els-covid,"Since the start of the COVID-19 pandemic, the healthcare workers in our institution have been equipped with N95 masks when performing aerosol-generating procedures, as these are associated with an increased risk of infection. We present a case in which using an N95 mask prevented tuberculosis (TB) exposure among healthcare workers administering prehospital care in rapid response vehicles. Even after the resolution of the COVID-19 pandemic in the future, wearing N95 masks among healthcare workers is recommended to protect against pathogens, including TB, when performing aerosol-producing procedures or prehospital activities for patients suspected of having respiratory diseases.",2022-03-28,"Kuwahara, Masaatsu; Takahashi, Chikako; Nishimura, Sota; Shinkai, Takashi; Noma, Mitsuki; Sunakawa, Takuya; Shimizu, Misa; Hirata, Junichi",Ann Med Surg (Lond),2022.0,96
5a8w4486,Elsevier; Medline; PMC; WHO,Education services in crisis due to COVID-19,els-covid,No Abstract,2022-03-31,"Burki, Talha",The Lancet Infectious Diseases,2022.0,2
zgos623p,Medline; WHO,"Incidence of Respiratory Syncytial Virus Infection among Hospitalized Adults, 2017-2020.",unk,"BACKGROUND Respiratory syncytial virus (RSV) infection causes acute respiratory illness and triggers exacerbations of cardiopulmonary disease. Estimates of RSV incidence in hospitalized adults range widely, and few data exist on incidence in adults with comorbidities that increase the risk of severe disease. We conducted a prospective, population-based, surveillance study to estimate incidence of RSV hospitalization among adults overall and those with specific comorbidities. METHODS Hospitalized adults ≥18 years residing in the surveillance area with ≥2 ARI symptoms or exacerbation of underlying cardiopulmonary disease were screened for eligibility during the 2017-2018, 2018-2019, and 2019-2020 RSV seasons in three hospital systems in Rochester, NY and New York City. Respiratory specimens were tested for RSV using PCR assays. RSV incidence per 100,000 was adjusted by market share. RESULTS During three winter seasons a combination of active and passive surveillance identified 1,099 adults hospitalized with RSV at three medical centers. Annual incidence during three seasons ranged from 44.2-58.9/100,000. Age-group specific incidence ranged from 7.7-11.9/100,000, 33.5-57.5/100,000, and 136.9-255.6/100,000 in patients 18-49, 50-64, and >65-years of age, respectively. Incidence rates in patients with chronic obstructive pulmonary disease, coronary artery disease, and congestive heart failure were 3-13, 4-7, 4-33 times the incidence in patients without these conditions. CONCLUSIONS We found a high burden of RSV hospitalization in this large prospective study. Notable was the high incidence of RSV hospitalization among older patients and those with cardiac conditions. These data confirm the need for effective vaccines to prevent RSV infection in older and vulnerable adults.",2021-07-09,"Branche, Angela R; Saiman, Lisa; Walsh, Edward E; Falsey, Ann R; Sieling, William D; Greendyke, William; Peterson, Derick R; Vargas, Celibell Y; Phillips, Matthew; Finelli, Lyn",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2021.0,247
anvhgdwy,Medline; WHO,Lung ultrasound for ever,unk,.,,"Dietrich, Christoph F",Med Ultrason,,1
ebotjyq8,Medline; PMC,Erste Hilfe: COVID-19-Leitlinien des European Resuscitation Council,no-cc,No Abstract,2020-06-10,"Zideman, D.; Handley, A.; Djärv, T.; Singletary, E.; Cassan, P.; De Buck, E.; Klaassen, B.; Meyran, D.; Borra, V.; Cimpoesu, D.",Notf Rett Med,2020.0,2
jtszdioh,BioRxiv; WHO,"ACE2 Homo-dimerization, Human Genomic variants and Interaction of Host Proteins Explain High Population Specific Differences in Outcomes of COVID19",biorxiv,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a positive single-stranded RNA virus that causes a highly contagious Corona Virus Disease (COVID19). Entry of SARS-CoV-2 in human cells depends on binding of the viral spike (S) proteins to cellular receptor Angiotensin-converting enzyme 2 (ACE2) and on S-protein priming by host cell serine protease TMPRSS2. Recently, COVID19 has been declared pandemic by World Health Organization (WHO) yet high differences in disease outcomes across countries have been seen. We provide evidences to explain these population-level differences. One of the key factors of entry of the virus in host cells presumably is because of differential interaction of viral proteins with host cell proteins due to different genetic backgrounds. Based on our findings, we conclude that a higher expression of ACE2 is facilitated by natural variations, acting as Expression quantitative trait loci (eQTLs), with different frequencies in different populations. We suggest that high expression of ACE2 results in homo-dimerization, proving disadvantageous for TMPRSS2 mediated cleavage of ACE2; whereas, the monomeric ACE2 has higher preferential binding with SARS-CoV-2 S-Protein vis-a-vis its dimerized counterpart. Further, eQTLs in TMPRSS2 and natural structural variations in the gene may also result in differential outcomes towards priming of viral S-protein, a critical step for entry of the Virus in host cells. In addition, we suggest that several key host genes, like SLC6A19, ADAM17, RPS6, HNRNPA1, SUMO1, NACA, BTF3 and some other proteases as Cathepsins, might have a critical role. To conclude, understanding population specific differences in these genes may help in developing appropriate management strategies for COVID19 with better therapeutic interventions.",2020-05-19,"Sharma, Swarkar; Singh, Inderpal; Haider, Shazia; Malik, Md. Zubbair; Ponnusamy, Kalaiarasan; Rai, Ekta",bioRxiv,2020.0,261
